Train No,개화,김포공항,공항시장,신방화,마곡나루,양천향교,가양,증미,등촌,염창,신목동,선유도,당산,국회의사당,여의도,샛강,노량진,노들,흑석,동작,구반포,신반포,고속터미널,사평,신논현,언주,선정릉,삼성중앙,봉은사,종합운동장,
E9696,,21:17:00,,,,,21:24:30,,,21:28:30,,,21:32:40,,21:36:05,,21:39:05,,,21:43:35,,,21:47:05,,21:50:15,,21:53:00,,21:55:50,21:58:25,
C9206,20:47:00,20:52:10,20:54:05,20:55:45,20:58:05,21:00:50,21:05:35,21:07:35,21:09:40,21:11:55,21:14:15,21:16:40,21:19:00,21:21:45,21:24:05,21:28:30,21:31:00,21:33:20,21:35:35,21:38:30,21:40:50,21:42:50,21:45:10,21:49:45,21:51:55,21:54:00,21:56:05,21:58:20,22:00:35,22:03:20,
E9698,,21:27:00,,,,,21:34:30,,,21:38:30,,,21:42:40,,21:46:05,,21:49:05,,,21:53:35,,,21:57:05,,22:00:15,,22:03:00,,22:05:50,22:08:25,
C9208,20:57:00,21:02:10,21:04:05,21:05:45,21:08:05,21:10:50,21:15:35,21:17:35,21:19:40,21:21:55,21:24:15,21:26:40,21:29:00,21:31:45,21:34:05,21:38:30,21:41:00,21:43:20,21:45:35,21:48:30,21:50:50,21:52:50,21:55:10,21:59:45,22:01:55,22:04:00,22:06:05,22:08:20,22:10:35,22:13:20,
E9700,,21:37:00,,,,,21:44:30,,,21:48:30,,,21:52:40,,21:56:05,,21:59:05,,,22:03:35,,,22:07:05,,22:10:15,,22:13:00,,22:15:50,22:18:25,
C9210,21:07:00,21:12:10,21:14:05,21:15:45,21:18:05,21:20:50,21:25:35,21:27:35,21:29:40,21:31:55,21:34:15,21:36:40,21:39:00,21:41:45,21:44:05,21:48:30,21:51:00,21:53:20,21:55:35,21:58:30,22:00:50,22:02:50,22:05:10,22:09:45,22:11:55,22:14:00,22:16:05,22:18:20,22:20:35,22:23:20,
E9702,,21:47:00,,,,,21:54:30,,,21:58:30,,,22:02:40,,22:06:05,,22:09:05,,,22:13:35,,,22:17:05,,22:20:15,,22:23:00,,22:25:50,22:28:25,
C9212,21:17:00,21:22:10,21:24:05,21:25:45,21:28:05,21:30:50,21:35:35,21:37:35,21:39:40,21:41:55,21:44:15,21:46:40,21:49:00,21:51:45,21:54:05,21:58:30,22:01:00,22:03:20,22:05:35,22:08:30,22:10:50,22:12:50,22:15:10,22:19:45,22:21:55,22:24:00,22:26:05,22:28:20,22:30:35,22:33:20,
E9704,,21:57:00,,,,,22:04:30,,,22:08:30,,,22:12:40,,22:16:05,,22:19:05,,,22:23:35,,,22:27:05,,22:30:15,,22:33:00,,22:35:50,22:38:25,
C9214,21:27:00,21:32:10,21:34:05,21:35:45,21:38:05,21:40:50,21:45:35,21:47:35,21:49:45,21:52:05,21:54:20,21:56:50,21:59:10,22:01:50,22:04:10,22:08:30,22:10:50,22:13:15,22:15:30,22:18:25,22:20:50,22:22:50,22:25:05,22:29:45,22:31:55,22:33:50,22:35:45,22:37:50,22:39:55,22:42:30,
C9216,21:37:00,21:42:10,21:44:05,21:45:45,21:48:05,21:50:50,21:55:35,21:57:35,21:59:45,22:02:05,22:04:20,22:06:50,22:09:10,22:11:50,22:14:10,22:18:30,22:20:50,22:22:55,22:25:00,22:27:45,22:30:00,22:31:50,22:33:55,22:36:20,22:38:35,22:40:45,22:42:40,22:47:05,22:49:10,22:51:45,
E9706,,22:08:00,,,,,22:15:30,,,22:19:30,,,22:23:50,,22:27:25,,22:30:35,,,22:35:20,,,22:38:50,,22:42:00,,22:44:45,,22:47:35,22:50:10,
C9218,21:47:00,21:52:10,21:54:05,21:55:45,21:58:05,22:00:50,22:05:35,22:07:35,22:09:35,22:11:45,22:13:45,22:16:05,22:18:15,22:20:40,22:22:50,22:24:50,22:27:10,22:29:15,22:31:20,22:36:15,22:38:20,22:40:10,22:42:15,22:44:40,22:46:50,22:48:55,22:50:50,22:53:05,22:55:10,22:57:55,
E9708,,22:20:00,,,,,22:27:30,,,22:31:35,,,22:35:55,,22:39:30,,22:42:40,,,22:47:20,,,22:50:50,,22:54:05,,22:56:55,,22:59:50,23:02:25,
C9220,21:58:00,22:03:10,22:05:05,22:06:45,22:09:05,22:11:50,22:16:35,22:18:35,22:20:35,22:22:45,22:24:55,22:27:15,22:29:30,22:32:05,22:34:20,22:36:30,22:38:50,22:41:05,22:43:10,22:48:10,22:50:15,22:52:05,22:54:10,22:56:35,22:58:45,23:00:50,23:02:45,23:05:00,23:07:05,23:09:50,
C9222,22:10:00,22:15:10,22:17:05,22:18:45,22:21:05,22:23:50,22:28:35,22:30:35,22:32:40,22:34:55,22:37:00,22:39:25,22:41:40,22:44:10,22:46:25,22:48:30,22:50:55,22:53:05,22:55:15,22:58:00,23:00:05,23:02:00,23:04:10,23:06:30,23:08:45,23:10:45,23:12:40,23:14:50,23:17:00,23:19:40,
C9224,22:23:00,22:28:10,22:30:05,22:31:45,22:34:05,22:36:50,22:39:25,22:41:25,22:43:30,22:45:45,22:47:50,22:50:15,22:52:30,22:55:00,22:57:15,22:59:20,23:01:45,23:03:55,23:06:00,23:08:50,23:10:55,23:12:45,23:14:50,23:17:05,23:19:15,23:21:10,23:23:05,23:25:10,23:27:15,23:29:50,
C9226,22:36:00,22:41:10,22:43:05,22:44:45,22:47:05,22:49:50,22:52:25,22:54:35,22:56:35,22:58:45,23:00:55,23:03:15,23:05:25,23:07:50,23:10:00,23:12:00,23:14:20,23:16:25,23:18:30,23:21:15,23:23:20,23:25:10,23:27:15,23:29:30,23:31:40,23:33:35,23:35:30,23:37:45,23:39:50,23:42:35,
C9228,22:49:00,22:54:10,22:56:05,22:57:45,23:00:05,23:02:50,23:05:25,23:07:25,23:09:25,23:11:35,23:13:35,23:15:55,23:18:05,23:20:30,23:22:40,23:24:40,23:27:00,23:29:05,23:31:10,23:33:55,23:36:00,23:37:50,23:39:55,23:42:10,23:44:20,23:46:15,23:48:10,23:50:15,23:52:20,23:54:55,
C9230,23:03:00,23:08:10,23:10:05,23:11:45,23:14:05,23:16:50,23:19:25,23:21:25,23:23:25,23:25:35,23:27:35,23:29:55,23:32:05,23:34:30,23:36:40,23:38:40,23:41:00,23:43:05,23:45:10,23:47:55,23:50:00,23:51:50,23:53:55,23:56:10,00:00:00,,,,,,
C9234,23:29:00,23:34:10,23:36:05,23:37:45,23:40:05,23:42:50,23:45:25,23:47:25,23:49:25,23:51:35,23:53:35,23:55:55,00:00:00,,,,,,,,,,,,,,,,,,
C9232,23:16:30,23:21:40,23:23:35,23:25:15,23:27:35,23:30:20,23:32:55,23:34:55,23:36:55,23:39:05,23:41:05,23:43:25,23:45:35,23:48:00,23:50:10,23:52:10,23:54:30,23:56:35,23:58:40,00:00:00,,,,,,,,,,,
C9236,23:43:00,23:48:10,23:50:05,23:51:45,23:54:05,23:56:50,00:00:00,,,,,,,,,,,,,,,,,,,,,,,,
